Customer_ID,Customer_Name,Gender,Age,City,State,Occupation,Annual_Income,Credit_Limit,Card_Type,Join_Date
C101342,Aditya Rao,Female,65,Visakhapatnam,Andhra Pradesh,Business,2495964,140085,Silver,2020-06-15
C101343,Nisha Joshi,Male,30,Visakhapatnam,Andhra Pradesh,Engineer,2975187,793254,Platinum,2024-04-13
C101344,Kiran Joshi,Female,61,Kochi,Kerala,Engineer,1980823,82933,Silver,2022-01-23
C101345,Sanjay Gupta,Female,28,Lucknow,Uttar Pradesh,IT,1394611,119741,Silver,2025-10-06
C101346,Kiran Iyer,Female,57,Ahmedabad,Gujarat,IT,2132682,116016,Silver,2022-01-30
C101347,Aarav Verma,Female,32,Vijayawada,Andhra Pradesh,Doctor,321185,133370,Silver,2022-04-28
C101348,Rahul Gupta,Female,38,Ahmedabad,Gujarat,IT,2962781,321701,Gold,2021-02-01
C101349,Ishaan Rao,Female,35,Bengaluru,Karnataka,Banker,2855657,340377,Gold,2024-09-19
C101350,Ananya Singh,Female,56,Hyderabad,Telangana,Consultant,1640679,125398,Silver,2024-12-25
C101351,Vivaan Kapoor,Male,55,Kochi,Kerala,Engineer,1936035,113514,Silver,2024-07-08
C101352,Neha Rao,Female,56,Delhi,Delhi,Consultant,2521268,128390,Silver,2023-05-30
C101353,Meera Sharma,Female,22,Chennai,Tamil Nadu,Student,999334,326088,Gold,2024-11-02
C101354,Sai Verma,Female,36,Kolkata,West Bengal,Teacher,852378,829601,Platinum,2021-05-20
C101355,Sneha Gupta,Male,28,Visakhapatnam,Andhra Pradesh,Banker,967387,132575,Silver,2024-07-31
C101356,Sanjay Iyer,Female,41,Lucknow,Uttar Pradesh,Banker,743081,121651,Silver,2025-08-19
C101357,Diya Verma,Male,46,Ahmedabad,Gujarat,Student,1500759,338911,Gold,2021-10-04
C101358,Arjun Das,Male,55,Indore,Madhya Pradesh,Banker,2246247,102579,Silver,2021-02-06
C101359,Ishaan Das,Female,47,Mumbai,Maharashtra,Engineer,2895753,309385,Gold,2021-07-21
C101360,Sneha Sharma,Female,22,Delhi,Delhi,Banker,998179,341854,Gold,2021-01-07
C101361,Priya Rao,Male,31,Ahmedabad,Gujarat,Doctor,1303761,102965,Silver,2025-04-18
C101362,Rahul Kapoor,Female,25,Chandigarh,Chandigarh,Consultant,2722639,140447,Silver,2025-02-23
C101363,Rahul Singh,Male,32,Ahmedabad,Gujarat,Engineer,766227,323418,Gold,2021-10-14
C101364,Arjun Reddy,Male,68,Hyderabad,Telangana,Banker,2004341,348126,Gold,2025-04-09
C101365,Vikram Joshi,Female,66,Jaipur,Rajasthan,IT,2845845,83109,Silver,2024-12-01
C101366,Nisha Kapoor,Female,46,Indore,Madhya Pradesh,Consultant,467379,327628,Gold,2024-06-24
C101367,Sneha Verma,Female,28,Bengaluru,Karnataka,Business,1401001,94651,Silver,2021-11-23
C101368,Aditya Singh,Male,36,Lucknow,Uttar Pradesh,Consultant,1409425,92730,Silver,2023-09-13
C101369,Kiran Das,Male,69,Pune,Maharashtra,Student,2165089,123340,Silver,2025-01-18
C101370,Sneha Das,Male,69,Chennai,Tamil Nadu,Business,1509764,83400,Silver,2022-06-24
C101371,Pooja Kapoor,Female,40,Kochi,Kerala,Student,2958746,119943,Silver,2025-04-30
C101372,Kiran Kapoor,Male,68,Lucknow,Uttar Pradesh,Teacher,914575,318316,Gold,2024-04-22
C101373,Sneha Joshi,Male,34,Visakhapatnam,Andhra Pradesh,Banker,2750458,81581,Silver,2022-11-28
C101374,Rohan Iyer,Female,60,Chandigarh,Chandigarh,Business,1743736,100431,Silver,2025-08-14
C101375,Vikram Verma,Female,52,Vijayawada,Andhra Pradesh,IT,2503003,143183,Silver,2021-12-19
C101376,Ishaan Joshi,Male,42,Mumbai,Maharashtra,Engineer,1240824,99672,Silver,2023-02-13
C101377,Rahul Joshi,Male,43,Ahmedabad,Gujarat,Teacher,2978635,81599,Silver,2025-11-16
C101378,Aditya Nair,Female,63,Hyderabad,Telangana,Engineer,714565,123190,Silver,2025-09-09
C101379,Rahul Gupta,Male,49,Visakhapatnam,Andhra Pradesh,Consultant,1326313,313563,Gold,2022-01-18
C101380,Aditya Patel,Male,23,Visakhapatnam,Andhra Pradesh,Student,1463821,91974,Silver,2022-02-17
C101381,Sai Iyer,Male,34,Mumbai,Maharashtra,IT,2738024,142558,Silver,2025-03-16
C101382,Vikram Gupta,Female,61,Bengaluru,Karnataka,Engineer,788243,137920,Silver,2020-12-07
C101383,Pooja Kapoor,Male,59,Ahmedabad,Gujarat,Teacher,340275,136328,Silver,2021-04-01
C101384,Diya Rao,Female,21,Pune,Maharashtra,Consultant,2822262,315486,Gold,2025-07-10
C101385,Kiran Kapoor,Female,62,Pune,Maharashtra,Student,2532166,112639,Silver,2023-10-29
C101386,Nisha Singh,Female,28,Lucknow,Uttar Pradesh,Consultant,2345060,780854,Platinum,2023-07-31
C101387,Rohan Kapoor,Male,32,Bengaluru,Karnataka,Doctor,1577756,292395,Gold,2024-12-20
C101388,Neha Rao,Male,70,Bengaluru,Karnataka,Consultant,1194294,320265,Gold,2025-08-17
C101389,Diya Gupta,Male,64,Pune,Maharashtra,Banker,1182028,800263,Platinum,2023-08-19
C101390,Ishaan Verma,Male,31,Visakhapatnam,Andhra Pradesh,Student,1666006,347694,Gold,2025-04-24
C101391,Neha Rao,Male,37,Ahmedabad,Gujarat,Business,1573466,828600,Platinum,2021-08-16
C101392,Arjun Sharma,Female,49,Pune,Maharashtra,Banker,1950635,134673,Silver,2020-01-24
C101393,Priya Gupta,Female,62,Lucknow,Uttar Pradesh,Student,2216334,115940,Silver,2020-03-20
C101394,Priya Das,Female,44,Hyderabad,Telangana,Consultant,1903928,122688,Silver,2022-03-27
C101395,Vivaan Kapoor,Female,27,Bengaluru,Karnataka,Banker,1665174,142872,Silver,2025-04-08
C101396,Sai Sharma,Female,36,Pune,Maharashtra,Business,2758341,829154,Platinum,2020-08-30
C101397,Ananya Joshi,Female,55,Delhi,Delhi,Engineer,1492169,94553,Silver,2025-04-16
C101398,Aisha Gupta,Female,70,Kochi,Kerala,Engineer,936580,99715,Silver,2023-05-09
C101399,Aarav Patel,Female,36,Delhi,Delhi,Engineer,1393535,349602,Gold,2023-04-08
C101400,Pooja Gupta,Female,44,Chandigarh,Chandigarh,Consultant,1200990,304135,Gold,2023-08-08
C101401,Ananya Reddy,Female,42,Mumbai,Maharashtra,Banker,1386433,313470,Gold,2020-04-04
C101402,Nisha Rao,Female,46,Lucknow,Uttar Pradesh,IT,501456,149258,Silver,2020-09-03
C101403,Aisha Rao,Female,23,Jaipur,Rajasthan,Engineer,1671831,844488,Platinum,2023-03-03
C101404,Nisha Reddy,Male,57,Bengaluru,Karnataka,Consultant,771166,849699,Platinum,2021-10-10
C101405,Pooja Joshi,Male,69,Bengaluru,Karnataka,Doctor,2107521,316289,Gold,2025-03-22
C101406,Meera Sharma,Female,25,Chennai,Tamil Nadu,Banker,1725265,339512,Gold,2025-12-01
C101407,Rohan Verma,Female,21,Visakhapatnam,Andhra Pradesh,Doctor,379153,281119,Gold,2022-07-11
C101408,Priya Das,Female,35,Visakhapatnam,Andhra Pradesh,Business,1669940,349778,Gold,2025-02-17
C101409,Aarav Iyer,Male,33,Lucknow,Uttar Pradesh,IT,1593865,103800,Silver,2021-02-17
C101410,Priya Gupta,Male,55,Delhi,Delhi,Student,1673471,821331,Platinum,2022-07-31
C101411,Ananya Singh,Male,48,Pune,Maharashtra,Engineer,1211153,126575,Silver,2020-04-21
C101412,Pooja Singh,Female,22,Ahmedabad,Gujarat,Banker,1174866,829861,Platinum,2020-07-20
C101413,Nisha Das,Male,34,Lucknow,Uttar Pradesh,Engineer,822817,92170,Silver,2021-12-18
C101414,Meera Gupta,Male,69,Mumbai,Maharashtra,Teacher,2351469,126974,Silver,2023-07-21
C101415,Aarav Sharma,Male,53,Delhi,Delhi,Banker,2433790,94679,Silver,2025-02-14
C101416,Meera Kapoor,Female,46,Indore,Madhya Pradesh,Student,1811595,120629,Silver,2020-09-24
C101417,Kiran Joshi,Male,65,Bengaluru,Karnataka,Business,1934462,341782,Gold,2020-03-05
C101418,Nisha Patel,Male,30,Indore,Madhya Pradesh,Doctor,2668017,81215,Silver,2021-06-08
C101419,Ishaan Verma,Female,69,Hyderabad,Telangana,Doctor,1180072,118415,Silver,2024-03-02
C101420,Sai Patel,Female,32,Chennai,Tamil Nadu,IT,934935,803804,Platinum,2024-02-04
C101421,Aarav Sharma,Female,34,Pune,Maharashtra,Business,1865247,114757,Silver,2023-08-08
C101422,Sanjay Verma,Male,51,Hyderabad,Telangana,Doctor,905409,333432,Gold,2020-07-09
C101423,Aditya Reddy,Male,27,Hyderabad,Telangana,Consultant,1234070,92074,Silver,2024-09-15
C101424,Neha Singh,Female,47,Indore,Madhya Pradesh,Consultant,2147237,797616,Platinum,2020-01-03
C101425,Vikram Joshi,Female,29,Delhi,Delhi,Teacher,1833365,292635,Gold,2025-05-11
C101426,Sai Joshi,Male,35,Jaipur,Rajasthan,Banker,898089,109563,Silver,2020-12-02
C101427,Rohan Joshi,Female,60,Bengaluru,Karnataka,Consultant,1351389,104199,Silver,2023-05-18
C101428,Aisha Joshi,Female,69,Chandigarh,Chandigarh,IT,2070084,129121,Silver,2021-08-17
C101429,Vivaan Gupta,Female,61,Hyderabad,Telangana,Doctor,1064086,281877,Gold,2021-08-08
C101430,Aisha Verma,Female,41,Hyderabad,Telangana,Consultant,2329392,325075,Gold,2022-02-08
C101431,Nisha Rao,Male,50,Visakhapatnam,Andhra Pradesh,Business,2144919,95442,Silver,2023-02-18
C101432,Rohan Iyer,Male,37,Delhi,Delhi,Student,2344115,339810,Gold,2021-01-30
C101433,Rahul Singh,Male,44,Kolkata,West Bengal,Engineer,2578844,296544,Gold,2021-01-22
C101434,Meera Iyer,Male,56,Kochi,Kerala,Engineer,1758041,120243,Silver,2025-01-27
C101435,Rahul Sharma,Male,46,Indore,Madhya Pradesh,Teacher,2442889,805543,Platinum,2021-08-03
C101436,Vivaan Iyer,Female,54,Visakhapatnam,Andhra Pradesh,Business,2660902,349541,Gold,2025-11-20
C101437,Ishaan Gupta,Male,65,Jaipur,Rajasthan,Doctor,965844,93125,Silver,2021-11-09
C101438,Nisha Verma,Female,33,Pune,Maharashtra,Consultant,1981382,118862,Silver,2024-05-15
C101439,Kiran Joshi,Female,41,Chennai,Tamil Nadu,Student,1558262,280046,Gold,2020-11-02
C101440,Ananya Patel,Male,67,Visakhapatnam,Andhra Pradesh,Consultant,580241,287762,Gold,2024-08-07
C101441,Meera Verma,Male,69,Lucknow,Uttar Pradesh,Teacher,1316963,831280,Platinum,2021-10-15
C101442,Sai Joshi,Male,43,Bengaluru,Karnataka,Doctor,1458541,98407,Silver,2024-07-02
C101443,Nisha Nair,Male,49,Chennai,Tamil Nadu,Engineer,1673506,281411,Gold,2021-04-25
C101444,Aditya Joshi,Female,35,Vijayawada,Andhra Pradesh,Business,823719,139554,Silver,2021-09-21
C101445,Meera Das,Female,23,Kolkata,West Bengal,Doctor,1371444,294789,Gold,2025-03-25
C101446,Rahul Kapoor,Female,69,Pune,Maharashtra,Consultant,732223,91609,Silver,2024-01-25
C101447,Nisha Rao,Female,47,Hyderabad,Telangana,Banker,1475258,316158,Gold,2022-10-27
C101448,Rahul Das,Female,43,Bengaluru,Karnataka,Banker,2336539,111816,Silver,2025-07-20
C101449,Arjun Sharma,Female,27,Lucknow,Uttar Pradesh,Engineer,2346241,329259,Gold,2025-10-26
C101450,Arjun Joshi,Male,57,Bengaluru,Karnataka,IT,1300820,127277,Silver,2024-09-23
C101451,Arjun Kapoor,Female,62,Lucknow,Uttar Pradesh,Banker,2232496,148519,Silver,2020-06-01
C101452,Neha Verma,Male,34,Visakhapatnam,Andhra Pradesh,IT,2944597,123117,Silver,2021-02-08
C101453,Kiran Singh,Female,37,Delhi,Delhi,IT,1743049,326186,Gold,2022-10-15
C101454,Sanjay Iyer,Female,50,Kochi,Kerala,Business,1403830,801049,Platinum,2022-05-07
C101455,Rohan Rao,Female,69,Delhi,Delhi,Teacher,1021663,345514,Gold,2020-12-30
C101456,Ishaan Singh,Female,40,Bengaluru,Karnataka,Doctor,679301,833223,Platinum,2023-07-05
C101457,Pooja Rao,Female,33,Pune,Maharashtra,Doctor,2336085,825953,Platinum,2023-10-12
C101458,Sanjay Nair,Male,41,Hyderabad,Telangana,Doctor,2740442,120701,Silver,2025-09-04
C101459,Kiran Patel,Female,60,Kochi,Kerala,Business,691595,91867,Silver,2024-07-15
C101460,Rohan Gupta,Female,46,Chennai,Tamil Nadu,Consultant,734639,818523,Platinum,2020-12-02
C101461,Rahul Joshi,Male,36,Jaipur,Rajasthan,Teacher,1448351,83454,Silver,2025-07-18
C101462,Neha Gupta,Male,35,Ahmedabad,Gujarat,IT,1205835,299054,Gold,2020-02-20
C101463,Diya Iyer,Female,49,Kolkata,West Bengal,Banker,2682724,305197,Gold,2024-08-15
C101464,Sneha Rao,Female,68,Pune,Maharashtra,Teacher,1826596,314544,Gold,2024-11-01
C101465,Sanjay Das,Female,55,Delhi,Delhi,Doctor,864103,122160,Silver,2022-10-08
C101466,Sneha Joshi,Male,53,Kochi,Kerala,Teacher,1614850,93737,Silver,2022-07-22
C101467,Aisha Verma,Female,38,Visakhapatnam,Andhra Pradesh,Engineer,2230381,337392,Gold,2025-07-29
C101468,Ananya Reddy,Male,22,Jaipur,Rajasthan,Business,541364,125561,Silver,2025-05-06
C101469,Ananya Verma,Male,67,Pune,Maharashtra,Teacher,415666,344331,Gold,2024-10-30
C101470,Aisha Iyer,Female,40,Jaipur,Rajasthan,Banker,1577841,323323,Gold,2022-08-10
C101471,Ishaan Sharma,Male,70,Jaipur,Rajasthan,Business,2761521,821216,Platinum,2020-01-28
C101472,Priya Gupta,Male,70,Bengaluru,Karnataka,Doctor,2522024,334225,Gold,2021-10-22
C101473,Sai Verma,Male,22,Vijayawada,Andhra Pradesh,Banker,801219,823488,Platinum,2020-12-30
C101474,Neha Rao,Female,45,Kochi,Kerala,Doctor,1739885,103984,Silver,2021-01-27
C101475,Rahul Rao,Female,37,Ahmedabad,Gujarat,Engineer,1392639,132615,Silver,2022-04-01
C101476,Sanjay Sharma,Female,49,Lucknow,Uttar Pradesh,Business,1381156,82673,Silver,2020-09-06
C101477,Rohan Verma,Male,31,Hyderabad,Telangana,Student,2519294,781648,Platinum,2020-01-20
C101478,Ishaan Singh,Male,57,Visakhapatnam,Andhra Pradesh,Doctor,591039,102595,Silver,2022-02-11
C101479,Pooja Joshi,Male,43,Bengaluru,Karnataka,Doctor,948737,829042,Platinum,2021-12-25
C101480,Neha Reddy,Male,49,Hyderabad,Telangana,Business,2554815,295765,Gold,2023-06-30
C101481,Ishaan Patel,Male,58,Jaipur,Rajasthan,Business,718262,145228,Silver,2022-03-02
C101482,Rohan Gupta,Female,63,Jaipur,Rajasthan,Business,2178777,295254,Gold,2020-09-25
C101483,Vivaan Singh,Male,36,Indore,Madhya Pradesh,Engineer,1995692,85451,Silver,2024-01-07
C101484,Arjun Iyer,Male,63,Vijayawada,Andhra Pradesh,Teacher,2511813,149720,Silver,2025-11-06
C101485,Arjun Verma,Female,41,Chennai,Tamil Nadu,Banker,1130646,118398,Silver,2024-10-12
C101486,Neha Singh,Male,52,Hyderabad,Telangana,Student,1648529,143452,Silver,2024-05-11
C101487,Rohan Joshi,Male,54,Indore,Madhya Pradesh,IT,674079,120254,Silver,2021-12-11
C101488,Nisha Iyer,Male,24,Pune,Maharashtra,Doctor,1775411,86872,Silver,2024-11-11
C101489,Diya Gupta,Female,64,Kochi,Kerala,Business,1199649,92930,Silver,2025-02-15
C101490,Arjun Gupta,Male,66,Mumbai,Maharashtra,Engineer,2695557,82043,Silver,2020-07-04
C101491,Rahul Rao,Female,21,Chandigarh,Chandigarh,Banker,1687268,103207,Silver,2024-05-16
C101492,Aisha Joshi,Male,30,Chennai,Tamil Nadu,Student,2907866,313840,Gold,2024-09-27
C101493,Meera Verma,Male,62,Kochi,Kerala,Student,2016323,781340,Platinum,2024-08-30
C101494,Pooja Patel,Male,70,Ahmedabad,Gujarat,Teacher,343745,131834,Silver,2020-06-20
C101495,Sanjay Rao,Male,61,Bengaluru,Karnataka,Doctor,2349071,88716,Silver,2022-01-21
C101496,Neha Nair,Female,64,Kochi,Kerala,Student,1970190,817330,Platinum,2026-01-05
C101497,Priya Patel,Male,69,Bengaluru,Karnataka,IT,1147778,91338,Silver,2025-08-01
C101498,Aditya Joshi,Female,51,Bengaluru,Karnataka,Engineer,459514,130864,Silver,2022-01-25
C101499,Nisha Gupta,Male,48,Visakhapatnam,Andhra Pradesh,Teacher,898773,137936,Silver,2020-06-17
C101500,Diya Rao,Female,23,Visakhapatnam,Andhra Pradesh,Consultant,940514,124741,Silver,2022-10-24
C101501,Aditya Gupta,Male,62,Hyderabad,Telangana,Doctor,942137,118247,Silver,2025-09-01
C101502,Rahul Das,Male,42,Vijayawada,Andhra Pradesh,Student,406156,337741,Gold,2020-10-11
C101503,Meera Iyer,Male,30,Jaipur,Rajasthan,IT,537872,794596,Platinum,2020-09-23
C101504,Rahul Sharma,Male,67,Chandigarh,Chandigarh,Banker,461187,98807,Silver,2021-03-01
C101505,Vivaan Das,Male,57,Hyderabad,Telangana,Engineer,2677980,295681,Gold,2022-07-08
C101506,Ishaan Verma,Male,62,Indore,Madhya Pradesh,Consultant,2697010,830600,Platinum,2023-03-02
C101507,Ananya Singh,Male,64,Ahmedabad,Gujarat,Business,1747648,339635,Gold,2025-05-16
C101508,Diya Rao,Male,30,Pune,Maharashtra,IT,1031290,330915,Gold,2022-11-19
C101509,Ananya Kapoor,Female,40,Chennai,Tamil Nadu,Business,2021222,109751,Silver,2024-07-05
C101510,Arjun Singh,Male,46,Kolkata,West Bengal,Business,2231818,839285,Platinum,2024-12-23
C101511,Priya Joshi,Female,41,Vijayawada,Andhra Pradesh,Teacher,2522715,106989,Silver,2022-10-04
C101512,Sneha Kapoor,Male,67,Vijayawada,Andhra Pradesh,Student,1824272,340735,Gold,2024-07-30
C101513,Ishaan Verma,Male,46,Chennai,Tamil Nadu,IT,2576788,139286,Silver,2023-05-15
C101514,Meera Patel,Male,34,Delhi,Delhi,Consultant,957328,330369,Gold,2025-10-20
C101515,Arjun Das,Male,65,Mumbai,Maharashtra,Teacher,1022849,115824,Silver,2021-09-30
C101516,Ishaan Das,Male,47,Delhi,Delhi,IT,847587,143790,Silver,2023-07-19
C101517,Rohan Rao,Male,25,Bengaluru,Karnataka,Teacher,521260,123451,Silver,2021-01-03
C101518,Vikram Rao,Male,34,Pune,Maharashtra,Doctor,1822280,321353,Gold,2025-01-03
C101519,Meera Reddy,Female,40,Bengaluru,Karnataka,Banker,970301,299925,Gold,2021-10-30
C101520,Ananya Singh,Male,56,Jaipur,Rajasthan,Engineer,1479583,312688,Gold,2021-04-09
C101521,Aarav Das,Male,29,Chandigarh,Chandigarh,Business,1891192,142505,Silver,2021-11-29
C101522,Rohan Reddy,Female,58,Visakhapatnam,Andhra Pradesh,Business,383284,144456,Silver,2023-11-09
C101523,Priya Kapoor,Male,32,Chennai,Tamil Nadu,Business,1950944,299593,Gold,2021-03-30
C101524,Aarav Das,Female,66,Lucknow,Uttar Pradesh,Banker,648432,826492,Platinum,2025-07-19
C101525,Aarav Singh,Male,44,Indore,Madhya Pradesh,Business,2453451,116732,Silver,2025-11-01
C101526,Meera Rao,Male,24,Vijayawada,Andhra Pradesh,IT,1586125,114486,Silver,2025-01-12
C101527,Ananya Das,Female,68,Lucknow,Uttar Pradesh,IT,636568,323636,Gold,2020-05-08
C101528,Vivaan Joshi,Male,40,Kolkata,West Bengal,Student,2271830,129809,Silver,2024-05-09
C101529,Ananya Rao,Female,42,Delhi,Delhi,Student,2080541,333371,Gold,2023-11-02
C101530,Nisha Reddy,Male,52,Pune,Maharashtra,IT,2186909,91114,Silver,2023-07-29
C101531,Ananya Das,Male,69,Bengaluru,Karnataka,Teacher,1042841,128940,Silver,2020-09-23
C101532,Aisha Kapoor,Male,25,Hyderabad,Telangana,Consultant,1730823,289225,Gold,2021-10-01
C101533,Aditya Patel,Female,63,Bengaluru,Karnataka,Engineer,535579,298181,Gold,2022-03-28
C101534,Aditya Verma,Male,21,Kolkata,West Bengal,Business,1277590,307553,Gold,2020-07-23
C101535,Neha Joshi,Male,51,Indore,Madhya Pradesh,IT,2377440,104387,Silver,2025-04-05
C101536,Ananya Iyer,Female,32,Jaipur,Rajasthan,Teacher,1037572,105915,Silver,2022-12-14
C101537,Diya Verma,Male,65,Lucknow,Uttar Pradesh,Student,1084536,122127,Silver,2022-07-21
C101538,Rahul Iyer,Female,53,Vijayawada,Andhra Pradesh,IT,2088968,112892,Silver,2023-11-13
C101539,Sneha Joshi,Female,39,Lucknow,Uttar Pradesh,IT,558451,88229,Silver,2025-07-16
C101540,Rohan Das,Female,26,Vijayawada,Andhra Pradesh,Business,2170374,281572,Gold,2020-12-27
C101541,Vikram Rao,Male,57,Pune,Maharashtra,Consultant,1638251,339085,Gold,2024-01-06
C101542,Vivaan Joshi,Female,69,Ahmedabad,Gujarat,Business,1098113,109899,Silver,2021-11-29
C101543,Pooja Patel,Female,50,Chandigarh,Chandigarh,Doctor,1991318,140768,Silver,2025-03-17
C101544,Arjun Rao,Female,47,Hyderabad,Telangana,IT,1628434,829998,Platinum,2021-09-03
C101545,Sai Sharma,Female,63,Chandigarh,Chandigarh,Banker,2786958,104105,Silver,2022-06-07
C101546,Diya Nair,Female,30,Pune,Maharashtra,Student,390935,145185,Silver,2024-05-25
C101547,Diya Singh,Male,33,Ahmedabad,Gujarat,IT,2393531,336735,Gold,2024-11-17
C101548,Rahul Iyer,Female,27,Bengaluru,Karnataka,Consultant,2299425,817921,Platinum,2021-08-02
C101549,Neha Kapoor,Male,47,Ahmedabad,Gujarat,Banker,1591877,100788,Silver,2023-10-18
C101550,Sneha Das,Male,59,Chennai,Tamil Nadu,Consultant,1730665,328936,Gold,2021-06-08
C101551,Rahul Rao,Male,22,Ahmedabad,Gujarat,Consultant,1332259,107453,Silver,2023-08-29
C101552,Rohan Kapoor,Female,56,Delhi,Delhi,Teacher,1688569,305477,Gold,2021-06-04
C101553,Sai Verma,Male,36,Ahmedabad,Gujarat,Doctor,381358,321085,Gold,2025-09-23
C101554,Pooja Verma,Female,26,Jaipur,Rajasthan,Teacher,2827486,114866,Silver,2020-10-01
C101555,Rahul Kapoor,Female,66,Chennai,Tamil Nadu,IT,547553,142094,Silver,2022-10-07
C101556,Rohan Singh,Female,43,Indore,Madhya Pradesh,Business,2656686,299152,Gold,2023-01-22
C101557,Vivaan Joshi,Male,62,Mumbai,Maharashtra,Teacher,2806462,795776,Platinum,2023-04-25
C101558,Priya Patel,Female,36,Lucknow,Uttar Pradesh,Student,345776,119082,Silver,2022-12-05
C101559,Pooja Patel,Male,22,Vijayawada,Andhra Pradesh,Consultant,2067577,290316,Gold,2024-02-18
C101560,Pooja Nair,Female,56,Chennai,Tamil Nadu,Teacher,1617376,294122,Gold,2023-01-25
C101561,Vivaan Rao,Female,39,Chennai,Tamil Nadu,Consultant,1653936,282222,Gold,2021-05-22
C101562,Rohan Verma,Female,30,Delhi,Delhi,Doctor,1872985,283337,Gold,2024-11-13
C101563,Aisha Das,Female,60,Indore,Madhya Pradesh,IT,2999542,317081,Gold,2023-08-20
C101564,Ananya Patel,Male,67,Kochi,Kerala,Engineer,2383212,288372,Gold,2020-10-05
C101565,Aditya Verma,Male,66,Mumbai,Maharashtra,Business,1811278,126803,Silver,2023-10-17
C101566,Ananya Iyer,Male,52,Kolkata,West Bengal,Engineer,2500664,334572,Gold,2024-06-09
C101567,Vivaan Kapoor,Male,49,Chennai,Tamil Nadu,IT,1393684,109805,Silver,2022-09-07
C101568,Rahul Gupta,Male,62,Indore,Madhya Pradesh,Doctor,2307784,285556,Gold,2020-06-21
C101569,Nisha Nair,Male,53,Delhi,Delhi,Consultant,2960575,131879,Silver,2020-03-19
C101570,Priya Das,Male,63,Kochi,Kerala,IT,2606997,288907,Gold,2020-06-13
C101571,Nisha Patel,Male,35,Visakhapatnam,Andhra Pradesh,Banker,1765412,90567,Silver,2024-02-16
C101572,Sanjay Rao,Male,30,Jaipur,Rajasthan,Banker,2932679,116885,Silver,2022-12-24
C101573,Kiran Verma,Male,33,Lucknow,Uttar Pradesh,Engineer,1702934,305660,Gold,2023-09-01
C101574,Diya Reddy,Female,49,Hyderabad,Telangana,IT,2446666,133174,Silver,2022-04-18
C101575,Priya Das,Female,27,Kochi,Kerala,Student,1162278,806233,Platinum,2023-05-08
C101576,Nisha Sharma,Female,50,Hyderabad,Telangana,Student,1263893,313073,Gold,2022-06-07
C101577,Arjun Joshi,Male,34,Indore,Madhya Pradesh,Business,1700612,107047,Silver,2025-08-08
C101578,Rahul Reddy,Female,46,Visakhapatnam,Andhra Pradesh,Engineer,2362264,342937,Gold,2023-03-14
C101579,Neha Singh,Male,22,Visakhapatnam,Andhra Pradesh,Banker,347026,115944,Silver,2020-01-01
C101580,Aditya Nair,Male,27,Hyderabad,Telangana,Banker,1100212,135465,Silver,2024-03-07
C101581,Kiran Singh,Male,40,Lucknow,Uttar Pradesh,Teacher,803637,119590,Silver,2021-08-03
C101582,Aarav Reddy,Male,61,Kochi,Kerala,Engineer,427370,842456,Platinum,2021-12-16
C101583,Aarav Joshi,Male,50,Indore,Madhya Pradesh,Consultant,2638093,815800,Platinum,2023-01-11
C101584,Aarav Sharma,Male,67,Kochi,Kerala,Consultant,573291,132106,Silver,2024-03-25
C101585,Kiran Joshi,Female,50,Kolkata,West Bengal,Student,355654,85771,Silver,2020-09-15
C101586,Pooja Sharma,Female,33,Lucknow,Uttar Pradesh,IT,1440693,104650,Silver,2022-08-19
C101587,Sneha Reddy,Female,56,Kochi,Kerala,Business,1271068,86198,Silver,2023-03-19
C101588,Sneha Verma,Female,51,Jaipur,Rajasthan,Doctor,1857228,99096,Silver,2023-08-06
C101589,Sanjay Verma,Female,44,Ahmedabad,Gujarat,Business,1526622,799350,Platinum,2025-07-18
C101590,Pooja Singh,Female,26,Visakhapatnam,Andhra Pradesh,Doctor,877310,123621,Silver,2024-01-09
C101591,Sanjay Kapoor,Male,42,Jaipur,Rajasthan,Doctor,2921703,799012,Platinum,2023-10-31
C101592,Nisha Iyer,Male,34,Indore,Madhya Pradesh,IT,642856,334916,Gold,2021-04-03
C101593,Rohan Singh,Male,57,Hyderabad,Telangana,Engineer,2608748,101587,Silver,2022-07-17
C101594,Arjun Gupta,Female,67,Indore,Madhya Pradesh,Business,2600368,331768,Gold,2025-11-12
C101595,Priya Joshi,Female,65,Lucknow,Uttar Pradesh,IT,1247135,839461,Platinum,2021-09-29
C101596,Neha Gupta,Male,52,Chennai,Tamil Nadu,Engineer,1585788,811697,Platinum,2024-07-21
C101597,Aditya Reddy,Male,22,Hyderabad,Telangana,Student,807827,107143,Silver,2022-01-30
C101598,Rohan Verma,Female,28,Kolkata,West Bengal,Business,1990307,781385,Platinum,2023-05-14
C101599,Vivaan Singh,Male,40,Kolkata,West Bengal,Business,2306720,285488,Gold,2025-07-05
C101600,Aisha Das,Female,22,Pune,Maharashtra,Business,1909586,292845,Gold,2024-09-27
C101601,Kiran Iyer,Female,22,Kolkata,West Bengal,Engineer,2344506,91380,Silver,2025-04-29
C101602,Arjun Joshi,Male,36,Kochi,Kerala,Business,2947859,292321,Gold,2025-02-05
C101603,Ishaan Verma,Male,59,Ahmedabad,Gujarat,Engineer,1599452,139139,Silver,2022-06-06
C101604,Aditya Iyer,Male,64,Chennai,Tamil Nadu,Doctor,418429,346361,Gold,2024-12-25
